id,ley,resumen,ciudad,fecha_aprobacion,fecha_promulgacion,url,tema,subtemas,latitud,longitud
cb_43,899,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTONOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO - OTB CENTRAL ITOCTA, CON UNA EXTENSION SUPERFICIAL DE 952.31 M2.""",Cochabamba,11/02/2021,29/03/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_899_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.453426609474395,-66.11595469251819
cb_44,900,DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTONOMO MUNICIPAL DE COCHABAMBA SOBRE EL ÁREA DE EQUIPAMIENTO DE LA JUNTA VECINAL ALTO CARMEN MAYU CON UNA EXTENSION SUPERFICIAL DE 194.17 M2,Cochabamba,11/02/2021,09/03/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_900_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.484365007715784,-66.16451415782119
cb_45,901,"DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO - JUNTA VECINAL ORINOCA CON UNA EXTENSION SUPERFICIAL DE 3843.43 M2",Cochabamba,11/02/2021,29/03/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_901_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.466299294737503,-66.21822333558198
cb_46,902,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTONOMO MUNICIPAL DE COCHABAMBA, DE AREA VERDE – O.T.B. EUCALIPTOS NORTE, CON UNA EXTENSION SUPERFICIAL DE 1481.24 M2.""",Cochabamba,11/02/2021,29/03/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_902_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.424542111834338,-66.11806906771577
cb_47,903,"“PROYECTO DE LEY MUNICIPAL DE DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA SOBRE UN ÁREA VERDE, UBICADO EN LA JUNTA VECINAL “ALTO CARMEN MAYU”, CON UNA EXTENSIÓN SUPERFICIAL DE 1153.73 M2.-”",Cochabamba,11/02/2021,29/03/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_903_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.48503713963668,-66.16407082870509
cb_48,904,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE DE LA JUNTA VECINAL “ORINOCA” CON UNA EXTENSIÓN SUPERFICIAL DE 937.03 M2”",Cochabamba,11/02/2021,29/03/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_904_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.467849174375477,-66.21637672620501
cb_49,905,LEY MUNICIPAL LIMPIEMOS NUESTRA LLAJTA,Cochabamba,11/02/2021,29/03/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_905_2021.pdf,medio ambiente,campañas de limpieza locales,,
cb_50,906,DE REASIGNACIÓN DE USO DE SUELO DE “ÁREA VERDE” A “ÁREA DE EQUIPAMIENTO” DE LA OTB ALTO BUENA VISTA LIBERTAD “UNIDAD EDUCATIVA BUENA VISTA LIBERTAD”,Cochabamba,11/02/2021,03/03/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_906_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.46834071517788,-66.15836120179712
cb_51,907,QUE REGULA EL USO DEL CENTRO ARTÍSTICO CULTURAL MUNICIPAL BICENTENARIO,Cochabamba,11/02/2021,12/02/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_907_2021.pdf,"patrimonio, cultura y turismo",Preservación del patrimonio o difusión de las artes,-17.39061115441145,-66.15848629442773
cb_52,908,MODIFICACIÓN A LA LEY MUNICIPAL Nº 851/2020 DE 29 DE DICIEMBRE DE 2020 DE ADUCCIÓN 2 PTAP JOVE RANCHO – COLCAPIRHUA – ZONA SUD COCHABAMBA LOTE 1: CONSTRUCCIÓN 5 TANQUES – TANQUES SIVINGANI MEDIO,Cochabamba,19/02/2021,09/03/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_908_2021.pdf,suelo y vivienda,Reversión de bienes inmuebles de la alcaldía a otras organizaciones de la sociedad,-17.390962255481274,-66.22679256517145
cb_53,909,MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL INFORME TÉCNICO CONSOLIDADO Nº 3 DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA,Cochabamba,23/02/2021,24/02/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_909_2021.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_54,910,DE REASIGNACIÓN DE USO DE SUELO DE “ÁREA VERDE” A “ÁREA DE EQUIPAMIENTO” DE LA OTB ALTO BUENA VISTA LIBERTAD “CENTRO DE SALUD GLORIA”,Cochabamba,23/02/2021,09/03/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_910_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.469977051244392,-66.15602163676212
cb_55,911,“CONCESIÓN DE USO DE SUELO DEL BIEN INMUEBLE DE PROPIEDAD MUNICIPAL A FAVOR DE LA SOCIEDAD SALESIANA – TEMPLO SAN JUAN BOSCO”,Cochabamba,02/03/2021,29/03/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_911_2021.pdf,suelo y vivienda,Reversión de bienes inmuebles de la alcaldía a otras organizaciones de la sociedad,-17.431503167507906,-66.15552629550037
cb_56,912,TRANSICIÓN TRANSPARENTE DE LA GESTIÓN MUNICIPAL,Cochabamba,17/03/2021,29/03/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_912_2021.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_57,913,“CONCESIÓN DE USO DE SUELO A FAVOR DEL ARZOBISPADO DE COCHABAMBA – CENTRO EDUCATIVO “SAN FRANCISCO DE ASIS” (CESFA)”,Cochabamba,23/03/2021,06/04/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_913_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.413473,-66.167988
cb_58,914,CONCESIÓN USO DE SUELO CLINICA PROSALUD,Cochabamba,23/03/2021,08/04/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_914_2021.pdf,salud,Equipamiento de salud,-17.394749,-66.180446
cb_59,916,"SUSPENSIÓN EXCEPCIONAL Y POR ÚNICA VEZ DE LAS ACTIVIDADES ESTABLECIDAS EN LEY MUNICIPAL Nº 0223/2017, “DÍA DEL PEATÓN Y DEL CICLISTA- JORNADAS DE PROTECCIÓN A LA MADRE TIERRA Y CONVIVENCIA CIUDADANA CORRESPONDIENTE AL DOMINGO 4 DE ABRIL DEL 2021”",Cochabamba,30/03/2021,01/04/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_916_2021.pdf,salud,COVID-19,,
cb_60,917,"MODIFICACIÓN DE LA DISPOSICIÓN TRANSITORIA PRIMERA DE LA LEY MUNICIPAL N° 0503/2019 “QUE DECLARA PATRIMONIO ARQUITECTÓNICO,HISTÓRICO Y CULTURAL DEL MUNICIPIO AL CEMENTERIO GENERAL DE COCHABAMBA”",Cochabamba,06/04/2021,15/04/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_917_2021.pdf,"patrimonio, cultura y turismo",Preservación del patrimonio o difusión de las artes,-17.409345,-66.160546
cb_61,918,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE – JUNTA VECINAL NUEVA UNIÓN 14 DE SEPTIEMBRE, CON UNA EXTENSIÓN SUPERFICIAL DE 142,35 M2”",Cochabamba,18/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_918_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.474529,-66.14366
cb_62,919,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO DE LA JUNTA VECINAL “ARANJUEZ” CON UNA EXTENSIÓN SUPERFICIAL DE 1330.14 M2”",Cochabamba,18/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_919_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.44753,-66.213072
cb_63,920,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE – JUNTA VECINAL RÍO SECO, CON UNA EXTENSIÓN SUPERFICIAL DE 1250.55 M2”",Cochabamba,18/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_920_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.49624,-66.171629
cb_64,921,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO DE LA JUNTA VECINAL “LA LOZADA” CON UNA EXTENSIÓN SUPERFICIAL DE 985,34 M2”",Cochabamba,18/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_921_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.498314,-66.178411
cb_65,922,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE – O.T.B. VALLE HERMOSO NORTE, CON UNA EXTENSIÓN SUPERFICIAL DE 2872.69 M2”",Cochabamba,18/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_922_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.438537,-66.124967
cb_66,923,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE – O.T.B. TRAFALGAR, CON UNA EXTENSIÓN SUPERFICIAL DE 1369.52 M2”",Cochabamba,18/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_923_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.44439,-66.106409
cb_67,924,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO DE LA JUNTA VECINAL “NUEVA UNIÓN 14 DE SEPTIEMBRE” CON UNA EXTENSIÓN SUPERFICIAL DE 580.22 M2”",Cochabamba,18/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_924_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.476745,-66.14391
cb_68,925,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO - JUNTA VECINAL “VILLA FÁTIMA” CON UNA EXTENSIÓN SUPERFICIAL DE 5528.09 M2”",Cochabamba,18/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_925_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.482659,-66.184383
cb_69,926,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO – O.T.B. VILLA AGUADA CON UNA EXTENSIÓN SUPERFICIAL DE 944,69 M2”",Cochabamba,18/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_926_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.422651,-66.11787
cb_70,927,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO DE LA JUNTA VECINAL “EL BOSQUE” CON UNA EXTENSIÓN SUPERFICIAL DE 329.31 M2”",Cochabamba,20/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_927_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.466614,-66.211351
cb_71,928,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE - O.T.B. SAN JUAN BAUTISTA D-06, CON UNA EXTENSIÓN SUPERFICIAL DE 2322.54 M2”",Cochabamba,20/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_928_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.419178,-66.140095
cb_72,929,"MODIFICACIÓN A LA LEY MUNICIPAL N° 0929/2021, DE 20 DE ABRIL DE 2021, DE DECLARATORIA DE DERECHO PROPIETARIO DEL ÁREA VERDE, UBICADO EN LA OTB EUCALIPTOS SUD, CON UNA EXTENSIÓN SUPERFICIAL DE 1.008,99 M2",Cochabamba,20/04/2021,29/07/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_929_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.431298,-66.122626
cb_73,930,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE DE LA JUNTA VECINAL “ANEXO BARRIO POPULAR JAPÓN”, CON UNA EXTENSIÓN SUPERFICIAL DE 1254.99 M2”",Cochabamba,20/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_930_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.491053,-66.184752
cb_74,931,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE DE LA JUNTA VECINAL “ANEXO BARRIO POPULAR JAPÓN”, CON UNA EXTENSIÓN SUPERFICIAL DE 2010.15 M2”",Cochabamba,20/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_931_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.491157,-66.184449
cb_75,932,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE DE LA JUNTA VECINAL “ALTO JAPÓN”, CON UNA EXTENSIÓN SUPERFICIAL DE 776.47 M2”",Cochabamba,20/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_932_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.483574,-66.189713
cb_76,933,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO - JUNTA VECINAL “ANEXO BARRIO POPULAR JAPÓN”, CON UNA EXTENSIÓN SUPERFICIAL DE 247.35 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_933_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.490343,-66.185638
cb_77,934,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO - OTB CENTRAL ITOCTA CON UNA EXTENSIÓN SUPERFICIAL DE 263.27 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_934_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.452528,-66.115246
cb_78,935,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE DE LA O.T.B. “SEBASTIÁN PAGADOR 1º GRUPO”, CON UNA EXTENSIÓN SUPERFICIAL DE 328.47 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_935_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.437092,-66.114953
cb_79,936,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE – JUNTA VECINAL BUENA VISTA, CON UNA EXTENSIÓN SUPERFICIAL DE 125.16 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_936_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.462474,-66.161322
cb_80,937,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, FRANJA DE SEGURIDAD DE LA TORRENTERA URKUPIÑA - O.T.B. TRANS URKUPIÑA ESTE - V. URKUPIÑA, CON UNA EXTENSIÓN SUPERFICIAL DE 39.648.45 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_937_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.424727,-66.11288
cb_81,938,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE DE LA JUNTA VECINAL ANEXO BARRIO POPULAR JAPÓN, CON UNA EXTENSIÓN SUPERFICIAL DE 531.29 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_938_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.489859,-66.185881
cb_82,939,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE - JUNTA VECINAL “BOSQUE” CON UNA EXTENSIÓN SUPERFICIAL DE 328.79 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_939_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.465853,-66.212492
cb_83,940,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO - JUNTA VECINAL “22 DE MAYO LOS ARBOLITOS”, CON UNA EXTENSIÓN SUPERFICIAL DE 282.89 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_940_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.494675,-66.179681
cb_84,941,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE DE LA JUNTA VECINAL “ARANJUEZ”, CON UNA EXTENSIÓN SUPERFICIAL DE 877.64 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_941_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.44669,-66.213705
cb_85,942,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO - JUNTA VECINAL “RINCÓN AMANECER”, CON UNA EXTENSIÓN SUPERFICIAL DE 663.12 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_942_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.482849,-66.193357
cb_86,943,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE - O.T.B. “EUCALIPTOS NORTE”, CON UNA EXTENSIÓN SUPERFICIAL DE 3714.69 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_943_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.427663,-66.124188
cb_87,944,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE - JUNTA VECINAL “BOSQUE” CON UNA EXTENSIÓN SUPERFICIAL DE 236.37 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_944_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.46693,-66.211403
cb_88,945,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE – O.T.B. VILLA CACTUS, CON UNA EXTENSIÓN SUPERFICIAL DE 799.56 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_945_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.413887,-66.142594
cb_89,946,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO - O.T.B. “VILLA URKUPIÑA”, CON UNA EXTENSIÓN SUPERFICIAL DE 336.04 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_946_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.428223,-66.113597
cb_90,947,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE – O.T.B. TRAFALGAR, CON UNA EXTENSIÓN SUPERFICIAL DE 1557.29 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_947_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.447133,-66.109357
cb_91,948,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE – UBICADO EN LA JUNTA VECINAL “ALTO NUEVA ESPERANZA”, CON UNA EXTENSIÓN SUPERFICIAL DE 61.80 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_948_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.473248,-66.162077
cb_92,949,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL DEL ÁREA VERDE DE LA O.T.B. “SEBASTIAN PAGADOR”, CON UNA EXTENSIÓN SUPERFICIAL DE 554.95 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_949_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.436656,-66.115994
cb_93,950,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE - JUNTA VECINAL “LA LOZADA”, CON UNA EXTENSIÓN SUPERFICIAL DE 1182.30 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_950_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.498247,-66.178788
cb_94,951,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE - O.T.B. BARRIO MINERO ALALAY, CON UNA EXTENSIÓN SUPERFICIAL DE 1619.92 M2",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_951_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.423429,-66.138034
cb_95,952,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA VERDE DE LA JUNTA VECINAL LOS ÁNGELES, CON UNA EXTENSIÓN SUPERFICIAL DE 17389.49 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_952_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.483987,-66.194619
cb_96,953,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO – JUNTA VECINAL 18 DE DICIEMBRE, CON UNA EXTENSIÓN SUPERFICIAL DE 630.61 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_953_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.455606,-66.102102
cb_97,954,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO DE LA OTB VILLA LA AGUADA, CON UNA EXTENSIÓN SUPERFICIAL DE 1902,52 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_954_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.424869,-66.115183
cb_98,955,"“DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, DEL ÁREA DE EQUIPAMIENTO - OTB COPACABANA, CON UNA EXTENSIÓN SUPERFICIAL DE 2717.21 M2”",Cochabamba,21/04/2021,13/05/2021,https://biblioteca.concejocbba.gob.bo/LEY/LEY_955_2021.pdf,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.430948,-66.113422
